ID	CATEGORY	CONTEXT	ENGLISH_SOURCE	RUSSIAN_EFFECTIVE	ORIGIN
SF-RU-0345	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Get out of base before timer runs out on explosives	ПОКИНУТЬ БАЗУ ДО ВЗРЫВА ЗАРЯДОВ	proofread gameplay catalogue
SF-RU-0346	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not damage the missiles	НЕ ПОВРЕДИТЬ РАКЕТЫ	proofread gameplay catalogue
SF-RU-0347	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not damage the explosive charges	НЕ ПОВРЕДИТЬ ВЗРЫВНЫЕ ЗАРЯДЫ	proofread gameplay catalogue
SF-RU-0348	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Reach comm. building roof	ДОБРАТЬСЯ ДО КРЫШИ ЦЕНТРА СВЯЗИ	proofread gameplay catalogue
SF-RU-0349	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Plant C4 charges at %d%s fuel tank%s	УСТАНОВИТЬ С4 НА ТОПЛИВНЫЕ ЦИСТЕРНЫ: %d	proofread gameplay catalogue
SF-RU-0350	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Catalog %d%s enemy missile%s	ЗАРЕГИСТРИРОВАТЬ РАКЕТЫ: %d	proofread gameplay catalogue
SF-RU-0351	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	 more	 ЕЩЁ	proofread gameplay catalogue
SF-RU-0352	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gabrek	ГАБРЕК	proofread gameplay catalogue
SF-RU-0353	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Place explosive here	УСТАНОВИТЬ ЗАРЯД ЗДЕСЬ	proofread gameplay catalogue
SF-RU-0354	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	%d more explosive%s to plant	ОСТАЛОСЬ УСТАНОВИТЬ ЗАРЯДОВ: %d	proofread gameplay catalogue
SF-RU-0355	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Motion Sensor Power	ПИТАНИЕ ДАТЧИКОВ ДВИЖЕНИЯ	proofread gameplay catalogue
SF-RU-0356	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Missile Access Control	КОНТРОЛЬ ДОСТУПА К РАКЕТАМ	proofread gameplay catalogue
SF-RU-0357	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Missile Access Initiated	ДОСТУП К РАКЕТАМ ОТКРЫТ	proofread gameplay catalogue
SF-RU-0358	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	SS-23 Missile	РАКЕТА SS-23	proofread gameplay catalogue
SF-RU-0359	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Missile indexed.\n%d remaining	РАКЕТА ЗАРЕГИСТРИРОВАНА\nОСТАЛОСЬ: %d	proofread gameplay catalogue
SF-RU-0360	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Shoot down attack helicopter	СБИТЬ БОЕВОЙ ВЕРТОЛЁТ	proofread gameplay catalogue
SF-RU-0361	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Disable radar tracking	ОТКЛЮЧИТЬ РАДАР СОПРОВОЖДЕНИЯ	proofread gameplay catalogue
SF-RU-0362	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Radar Tracking Override.	УПРАВЛЕНИЕ РАДАРОМ ПЕРЕХВАЧЕНО	proofread gameplay catalogue
SF-RU-0363	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Find entrance to catacombs	НАЙТИ ВХОД В КАТАКОМБЫ	proofread gameplay catalogue
SF-RU-0364	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not kill any human test subjects	НЕ УБИВАТЬ ПОДОПЫТНЫХ	proofread gameplay catalogue
SF-RU-0365	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Eliminate Rhoemer's %d%s scientist%s	ЛИКВИДИРОВАТЬ УЧЁНЫХ ЭРИХА РОМЕРА: %d	proofread gameplay catalogue
SF-RU-0366	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Administer antigen to %d%s test subject%s	ВВЕСТИ АНТИГЕН ПОДОПЫТНЫМ: %d	proofread gameplay catalogue
SF-RU-0367	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	%d scientist%s left to kill	ОСТАЛОСЬ УЧЁНЫХ: %d	proofread gameplay catalogue
SF-RU-0368	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Antigen administered\n%d subject%s remaining	АНТИГЕН ВВЕДЁН\nОСТАЛОСЬ ПОДОПЫТНЫХ: %d	proofread gameplay catalogue
SF-RU-0369	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Test Subject	ПОДОПЫТНЫЙ	proofread gameplay catalogue
SF-RU-0370	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Door lock	ЗАМОК ДВЕРИ	proofread gameplay catalogue
SF-RU-0371	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Door unlocked	ДВЕРЬ ОТКРЫТА	proofread gameplay catalogue
SF-RU-0372	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Get Lian Xing out of the catacombs	ВЫВЕСТИ ЛИАН СИН ИЗ КАТАКОМБ	proofread gameplay catalogue
SF-RU-0373	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Follow Phagan to Lian Xing's cell	ПРОСЛЕДИТЬ ЗА ДЖОНАТАНОМ ФЭЙГАНОМ ДО КАМЕРЫ ЛИАН СИН	proofread gameplay catalogue
SF-RU-0374	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Find Phagan	НАЙТИ ДЖОНАТАНА ФЭЙГАНА	proofread gameplay catalogue
SF-RU-0375	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not allow Lian Xing to die	ЗАЩИТИТЬ ЛИАН СИН	proofread gameplay catalogue
SF-RU-0376	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not leave Phagan unguarded or allow him to die	НЕ ОСТАВЛЯТЬ ДЖОНАТАНА ФЭЙГАНА БЕЗ ОХРАНЫ И НЕ ДАТЬ ЕМУ ПОГИБНУТЬ	proofread gameplay catalogue
SF-RU-0377	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not be spotted until the scientist has opened Phagan's cell	НЕ ПОПАДАТЬСЯ НА ГЛАЗА, ПОКА УЧЁНЫЙ НЕ ОТКРОЕТ КАМЕРУ ДЖОНАТАНА ФЭЙГАНА	proofread gameplay catalogue
SF-RU-0378	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Get to warehouse 76	ДОБРАТЬСЯ ДО СКЛАДА 76	proofread gameplay catalogue
SF-RU-0379	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Turn off power to electric fences	ОТКЛЮЧИТЬ ПИТАНИЕ ЭЛЕКТРИЧЕСКИХ ОГРАЖДЕНИЙ	proofread gameplay catalogue
SF-RU-0380	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Find and interrogate Erikson	НАЙТИ И ДОПРОСИТЬ ЭРИКСОНА	proofread gameplay catalogue
SF-RU-0381	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not kill Erikson before you've gotten the computer codes	НЕ УБИВАТЬ ЭРИКСОНА ДО ПОЛУЧЕНИЯ КОДОВ	proofread gameplay catalogue
SF-RU-0382	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Get to freight elevator	ДОБРАТЬСЯ ДО ГРУЗОВОГО ЛИФТА	proofread gameplay catalogue
SF-RU-0383	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Get out before the building collapses in 15 minutes	ПОКИНУТЬ ЗДАНИЕ ЗА 15 МИНУТ, ДО ЕГО ОБРУШЕНИЯ	proofread gameplay catalogue
SF-RU-0384	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Locate and tag %d%s viral carrier%s	НАЙТИ И ПОМЕТИТЬ НОСИТЕЛЕЙ ВИРУСА: %d	proofread gameplay catalogue
SF-RU-0385	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Viral carrier tagged. %d remaining	НОСИТЕЛЬ ПОМЕЧЕН. ОСТАЛОСЬ: %d	proofread gameplay catalogue
SF-RU-0386	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Erikson	ЭРИКСОН	proofread gameplay catalogue
SF-RU-0387	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Shut down power room	ОТКЛЮЧИТЬ ЭНЕРГОБЛОК	proofread gameplay catalogue
SF-RU-0388	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Reroute power to elevator	ПЕРЕНАПРАВИТЬ ПИТАНИЕ НА ЛИФТ	proofread gameplay catalogue
SF-RU-0389	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Access missile command computer	ПОЛУЧИТЬ ДОСТУП К КОМПЬЮТЕРУ УПРАВЛЕНИЯ РАКЕТОЙ	proofread gameplay catalogue
SF-RU-0390	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Retrieve missile destruct codes	ПОЛУЧИТЬ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ	proofread gameplay catalogue
SF-RU-0391	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Command computer must be accessed within 3 minutes after launch	ПОЛУЧИТЬ ДОСТУП К КОМПЬЮТЕРУ В ТЕЧЕНИЕ 3 МИНУТ ПОСЛЕ ЗАПУСКА	proofread gameplay catalogue
SF-RU-0392	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Destruct codes must be retrieved before the missile launches	ПОЛУЧИТЬ КОДЫ ДО ЗАПУСКА РАКЕТЫ	proofread gameplay catalogue
SF-RU-0393	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not shoot at the missile	НЕ СТРЕЛЯТЬ ПО РАКЕТЕ	proofread gameplay catalogue
SF-RU-0394	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Find missile silo	НАЙТИ РАКЕТНУЮ ШАХТУ	proofread gameplay catalogue
SF-RU-0395	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	No Power	НЕТ ПИТАНИЯ	proofread gameplay catalogue
SF-RU-0396	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Power Relay	СИЛОВОЕ РЕЛЕ	proofread gameplay catalogue
SF-RU-0397	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Elevator Control Panel	ПУЛЬТ УПРАВЛЕНИЯ ЛИФТОМ	proofread gameplay catalogue
SF-RU-0398	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Elevator activated	ЛИФТ ВКЛЮЧЁН	proofread gameplay catalogue
SF-RU-0399	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Control Panel	ПУЛЬТ УПРАВЛЕНИЯ	proofread gameplay catalogue
SF-RU-0400	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Safety Released	БЛОКИРОВКА СНЯТА	proofread gameplay catalogue
SF-RU-0401	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Need missile codes	НУЖНЫ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ	proofread gameplay catalogue
SF-RU-0402	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	R-9 Devyatka Missile	РАКЕТА R-9 ДЕВЯТКА	proofread gameplay catalogue
SF-RU-0403	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Command Computer	КОМПЬЮТЕР УПРАВЛЕНИЯ	proofread gameplay catalogue
SF-RU-0404	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	The 9mm handgun is the standard issue side-arm for NATO and all five branches of the US armed forces since passing the 1979 MRBF (Mean Rounds Before operational Failure) performance test, expending 35,000 rounds, six times the pistol's service life.	9-ММ ПИСТОЛЕТ - ШТАТНОЕ ЛИЧНОЕ ОРУЖИЕ НАТО И ВСЕХ ПЯТИ РОДОВ ВОЙСК США. В 1979 ГОДУ ОН ПРОШЁЛ ИСПЫТАНИЕ НА НАДЁЖНОСТЬ, ВЫДЕРЖАВ 35 000 ВЫСТРЕЛОВ - ВШЕСТЕРО БОЛЬШЕ РАСЧЁТНОГО РЕСУРСА.	proofread gameplay catalogue
SF-RU-0405	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	This tough, durable pistol has been in production for almost a century. It has tremendous stopping power, and in spite of it's strong recoil and heavy slide and bolt, in the hands of a seasoned professional, it is a deadly weapon.	ЭТОТ ПРОЧНЫЙ И НАДЁЖНЫЙ ПИСТОЛЕТ ВЫПУСКАЕТСЯ ПОЧТИ СТО ЛЕТ. ОН ОБЛАДАЕТ ОГРОМНОЙ ОСТАНАВЛИВАЮЩЕЙ СИЛОЙ. НЕСМОТРЯ НА СИЛЬНУЮ ОТДАЧУ И ТЯЖЁЛЫЙ ЗАТВОР, В РУКАХ ОПЫТНОГО СТРЕЛКА ЭТО СМЕРТОНОСНОЕ ОРУЖИЕ.	proofread gameplay catalogue
SF-RU-0406	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	With a rate of fire topping 60 rounds per second, the G-18 is perhaps the most deadly pistol-machinegun in the world. It's only weakness is it's tendency to expend ammunition faster than most shooters are prepared for, leaving them defenseless during a reload.	СКОРОСТРЕЛЬНОСТЬ G-18 ПРЕВЫШАЕТ 60 ВЫСТРЕЛОВ В СЕКУНДУ, ЧТО ДЕЛАЕТ ЕГО ОДНИМ ИЗ САМЫХ ОПАСНЫХ АВТОМАТИЧЕСКИХ ПИСТОЛЕТОВ В МИРЕ. ЕГО ЕДИНСТВЕННЫЙ НЕДОСТАТОК - БОЕПРИПАСЫ КОНЧАЮТСЯ ТАК БЫСТРО, ЧТО СТРЕЛОК ОСТАЁТСЯ БЕЗЗАЩИТНЫМ ВО ВРЕМЯ ПЕРЕЗАРЯДКИ.	proofread gameplay catalogue
SF-RU-0407	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	The overly heavy recoil of this 12 gauge shotgun is more than compensated for by it's unparalleled stopping power and its recoil-inertia operation which is significantly faster than the gas operated system found in most autoloading shotguns.	ЧРЕЗМЕРНАЯ ОТДАЧА ЭТОГО РУЖЬЯ 12-ГО КАЛИБРА КОМПЕНСИРУЕТСЯ НЕПРЕВЗОЙДЁННОЙ ОСТАНАВЛИВАЮЩЕЙ СИЛОЙ. ИНЕРЦИОННАЯ АВТОМАТИКА РАБОТАЕТ ЗНАЧИТЕЛЬНО БЫСТРЕЕ ГАЗООТВОДНОЙ СИСТЕМЫ БОЛЬШИНСТВА САМОЗАРЯДНЫХ РУЖЕЙ.	proofread gameplay catalogue
SF-RU-0408	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	The 12-gauge modified choke shotgun is standard issue for the DEA, FBI and USSS. In firing tests using tactical 00 shot with nine lead on an ISCP regulation target at 25 yards, the payload was delivered into the "A" kill zone with limited collateral damage.	РУЖЬЁ 12-ГО КАЛИБРА СО СМЕННЫМ ДУЛЬНЫМ СУЖЕНИЕМ СОСТОИТ НА ВООРУЖЕНИИ АНТИНАРКОТИЧЕСКОГО УПРАВЛЕНИЯ, ФБР И СЕКРЕТНОЙ СЛУЖБЫ США. НА ИСПЫТАНИЯХ КАРТЕЧЬ УВЕРЕННО ПОРАЖАЛА УБОЙНУЮ ЗОНУ МИШЕНИ С 25 ЯРДОВ, НЕ НАНОСЯ ЛИШНЕГО УЩЕРБА.	proofread gameplay catalogue
SF-RU-0409	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	A variant of the popular Vokinhsilak system (one of the most widely used and modified designs in the world) the PK102 is a compact, lightweight, full assault rifle that is easy to conceal, making it a popular choice for terrorists.	PK-102 - КОМПАКТНЫЙ ВАРИАНТ СИСТЕМЫ КАЛАШНИКОВА, ОДНОЙ ИЗ САМЫХ РАСПРОСТРАНЁННЫХ И ЧАСТО МОДИФИЦИРУЕМЫХ В МИРЕ. ЭТА КОМПАКТНАЯ И ЛЁГКАЯ ШТУРМОВАЯ ВИНТОВКА, КОТОРУЮ ЛЕГКО СПРЯТАТЬ, ПОЭТОМУ ОНА ПОЛЬЗУЕТСЯ СПРОСОМ У ТЕРРОРИСТОВ.	proofread gameplay catalogue
SF-RU-0410	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	This weapon is lightweight, accurate, and has very low recoil. The preeminent assault rifle in the world, it was developed by the US Army in 1965, and has since become a mainstay for armed forces, police, and personal defense enthusiasts.	ЭТА ВИНТОВКА ЛЕГКАЯ, ТОЧНАЯ И ПОЧТИ НЕ ИМЕЕТ ОТДАЧИ. M-16 БЫЛА РАЗРАБОТАНА ДЛЯ АРМИИ США В 1965 ГОДУ И СТАЛА ОДНОЙ ИЗ ГЛАВНЫХ ШТУРМОВЫХ ВИНТОВОК ВООРУЖЁННЫХ СИЛ, ПОЛИЦИИ И ГРАЖДАНСКИХ СТРЕЛКОВ.	proofread gameplay catalogue
SF-RU-0411	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	This pistol-machine gun is designed to deliver sustained firepower in tight quarters. The unconventional design of its large capacity magazine keeps the weapon compact but still provides a near-bottomless source of ammunition.	ЭТОТ ПИСТОЛЕТ-ПУЛЕМЁТ СОЗДАН ДЛЯ ДЛИТЕЛЬНОГО ОГНЯ В ТЕСНЫХ ПОМЕЩЕНИЯХ. НЕОБЫЧНАЯ КОНСТРУКЦИЯ ВМЕСТИТЕЛЬНОГО МАГАЗИНА СОХРАНЯЕТ КОМПАКТНОСТЬ ОРУЖИЯ И ОБЕСПЕЧИВАЕТ ПОЧТИ НЕИСЧЕРПАЕМЫЙ БОЕЗАПАС.	proofread gameplay catalogue
SF-RU-0412	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	The HK5's modular design and small size makes it very popular with both military special forces and terrorists. With over 23 officially recognized variants, it is fast becoming the most widely used pistol-machine gun in the world.	МОДУЛЬНАЯ КОНСТРУКЦИЯ И НЕБОЛЬШИЕ РАЗМЕРЫ HK-5 СДЕЛАЛИ ЕГО ПОПУЛЯРНЫМ КАК У ВОЕННОГО СПЕЦНАЗА, ТАК И У ТЕРРОРИСТОВ. СУЩЕСТВУЕТ БОЛЕЕ 23 ОФИЦИАЛЬНЫХ ВАРИАНТОВ, И ЭТОТ ПИСТОЛЕТ-ПУЛЕМЁТ БЫСТРО СТАНОВИТСЯ ОДНИМ ИЗ САМЫХ РАСПРОСТРАНЁННЫХ В МИРЕ.	proofread gameplay catalogue
SF-RU-0413	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	A Russian rifle capable of high accuracy, it is often used by Russian Army snipers. It excels in engaging fleeting, moving, open and masked single targets. This model comes standard equipped with an SVDN2 night sight and silencer.	ЭТА ВЫСОКОТОЧНАЯ РОССИЙСКАЯ ВИНТОВКА ЧАСТО ИСПОЛЬЗУЕТСЯ СНАЙПЕРАМИ. ОНА ЭФФЕКТИВНА ПРОТИВ БЫСТРО ПОЯВЛЯЮЩИХСЯ, ДВИЖУЩИХСЯ, ОТКРЫТЫХ И ЗАМАСКИРОВАННЫХ ОДИНОЧНЫХ ЦЕЛЕЙ. ШТАТНО ОСНАЩЕНА НОЧНЫМ ПРИЦЕЛОМ СВДН-2 И ГЛУШИТЕЛЕМ.	proofread gameplay catalogue
SF-RU-0414	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	This high-caliber, silenced rifle comes equipped with a classified digital scope with basic optical character recognition, making it a highly accurate weapon capable of identifying and classifying human targets and impact points prior to firing.	ЭТА КРУПНОКАЛИБЕРНАЯ ВИНТОВКА С ГЛУШИТЕЛЕМ ОСНАЩЕНА СЕКРЕТНЫМ ЦИФРОВЫМ ПРИЦЕЛОМ С БАЗОВЫМ ОПТИЧЕСКИМ РАСПОЗНАВАНИЕМ. ПРИЦЕЛ ОПРЕДЕЛЯЕТ ТИП ЦЕЛИ И РАСЧЁТНУЮ ТОЧКУ ПОПАДАНИЯ ДО ВЫСТРЕЛА, ОБЕСПЕЧИВАЯ ВЫСОКУЮ ТОЧНОСТЬ.	proofread gameplay catalogue
SF-RU-0415	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Using CO2 cartridges, this weapon fires a probe that lodges one inch deep in the victim's body. Then a charge of 500,000 volts is passed along a wire connecting the weapon to the probe. This charge can be sustained indefinitely.	С ПОМОЩЬЮ БАЛЛОНА С УГЛЕКИСЛЫМ ГАЗОМ ШОКЕР ВЫСТРЕЛИВАЕТ ЗОНД, КОТОРЫЙ ВХОДИТ В ТЕЛО ЖЕРТВЫ НА ГЛУБИНУ ОКОЛО ДЮЙМА. ПО ПРОВОДУ К ЗОНДУ ПОДАЁТСЯ НАПРЯЖЕНИЕ 500 000 ВОЛЬТ. РАЗРЯД МОЖНО ПОДДЕРЖИВАТЬ НЕОГРАНИЧЕННО ДОЛГО.	proofread gameplay catalogue
SF-RU-0416	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	This single-barreled, break-action grenade launcher was developed during the Vietnam war. Commonly referred to as the "Blooper", it fires 40mm HE grenades that contain enough explosives to produce over 300 fragments with a lethal radius of up to five meters.	ЭТОТ ОДНОСТВОЛЬНЫЙ ПЕРЕЛАМЫВАЮЩИЙСЯ ГРАНАТОМЁТ БЫЛ РАЗРАБОТАН ВО ВРЕМЯ ВОЙНЫ ВО ВЬЕТНАМЕ. М-79 СТРЕЛЯЕТ 40-ММ ОСКОЛОЧНЫМИ ГРАНАТАМИ, КАЖДАЯ ИЗ КОТОРЫХ ОБРАЗУЕТ БОЛЕЕ 300 ОСКОЛКОВ С РАДИУСОМ ПОРАЖЕНИЯ ДО ПЯТИ МЕТРОВ.	proofread gameplay catalogue
SF-RU-0417	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	A popular assault rifle, the K3G4 is commonly armed with Teflon-coated bullets, making it a deadly weapon capable of cutting through most standard-issue flak jackets like a hot knife through butter.	K3G4 - ПОПУЛЯРНАЯ ШТУРМОВАЯ ВИНТОВКА. ДЛЯ НЕЁ ЧАСТО ИСПОЛЬЗУЮТ ПУЛИ С ТЕФЛОНОВЫМ ПОКРЫТИЕМ, КОТОРЫЕ ЛЕГКО ПРОБИВАЮТ БОЛЬШИНСТВО ШТАТНЫХ БРОНЕЖИЛЕТОВ.	proofread gameplay catalogue
SF-RU-0418	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Developed in secret by the viral research branch of PHARCOM Inc., this device is capable of detecting trace particles of the Syphon Filter virus from up to 50 meters away. It can also scan through some solid objects and provide visual feedback of their contents.	ЭТО УСТРОЙСТВО БЫЛО ТАЙНО РАЗРАБОТАНО ВИРУСОЛОГИЧЕСКИМ ОТДЕЛОМ КОРПОРАЦИИ ФАРКОМ. ОНО ОБНАРУЖИВАЕТ СЛЕДЫ ВИРУСА СИФОН ФИЛЬТР НА РАССТОЯНИИ ДО 50 МЕТРОВ, А ТАКЖЕ СКАНИРУЕТ НЕКОТОРЫЕ ТВЁРДЫЕ ОБЪЕКТЫ И ПОКАЗЫВАЕТ ИХ СОДЕРЖИМОЕ.	proofread gameplay catalogue
SF-RU-0419	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Upon detonation, this incendiary weapon spreads ammonium perchlorate three meters outwards from the blast point. It is instantly ignited by the explosion and quickly burns out, fatally burning anyone nearby, but leaving little collateral damage in the terrain.	ПРИ ВЗРЫВЕ ЭТА ЗАЖИГАТЕЛЬНАЯ ГРАНАТА РАЗБРАСЫВАЕТ ПЕРХЛОРАТ АММОНИЯ В РАДИУСЕ ТРЁХ МЕТРОВ. ВЕЩЕСТВО МГНОВЕННО ВОСПЛАМЕНЯЕТСЯ И БЫСТРО ВЫГОРАЕТ, СМЕРТЕЛЬНО ОБЖИГАЯ ВСЕХ ПОБЛИЗОСТИ, НО ПОЧТИ НЕ ПОВРЕЖДАЯ ОКРУЖЕНИЕ.	proofread gameplay catalogue
SF-RU-0420	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Primarily used as a stealth weapon against multiple targets, this grenade releases trace amounts of Soman nerve agent into the air. The gas quickly dissipates, but not before rendering victims unconscious. If no antidote is administered, death follows within 15 minutes.	ЭТА ГРАНАТА ПРЕДНАЗНАЧЕНА ДЛЯ СКРЫТНОГО ПОРАЖЕНИЯ НЕСКОЛЬКИХ ЦЕЛЕЙ И ВЫДЕЛЯЕТ В ВОЗДУХ НЕРВНО-ПАРАЛИТИЧЕСКИЙ ГАЗ ЗОМАН. ГАЗ БЫСТРО РАССЕИВАЕТСЯ, НО УСПЕВАЕТ ЛИШИТЬ ЖЕРТВ СОЗНАНИЯ. БЕЗ АНТИДОТА СМЕРТЬ НАСТУПАЕТ В ТЕЧЕНИЕ 15 МИНУТ.	proofread gameplay catalogue
SF-RU-0421	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Standard equipment for all agency operatives, this flashlight is shockproof and charged by a 300 hour battery.	СТАНДАРТНОЕ СНАРЯЖЕНИЕ ВСЕХ ОПЕРАТИВНИКОВ АГЕНТСТВА. УДАРОПРОЧНЫЙ ФОНАРЬ РАБОТАЕТ ОТ БАТАРЕИ, РАССЧИТАННОЙ НА 300 ЧАСОВ.	proofread gameplay catalogue
SF-RU-0422	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	A standard magnetic-strip card key.	СТАНДАРТНАЯ КЛЮЧ-КАРТА С МАГНИТНОЙ ПОЛОСОЙ.	proofread gameplay catalogue
SF-RU-0423	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	These incendiary blocks are made of a putty-like material which can be molded to the user's liking. The C4 explosive putty is then wired to a fuse and a friction igniter, allowing the user to detonate the explosive from a distant or protected position.	ПЛАСТИЧНЫЕ ЗАРЯДЫ С4 МОЖНО ФОРМОВАТЬ ПО МЕСТУ УСТАНОВКИ. К ВЗРЫВЧАТКЕ ПОДКЛЮЧАЮТСЯ ДЕТОНАТОР И ЗАПАЛ, ЧТО ПОЗВОЛЯЕТ ПОДОРВАТЬ ЗАРЯД С БЕЗОПАСНОГО РАССТОЯНИЯ ИЛИ ИЗ УКРЫТИЯ.	proofread gameplay catalogue
SF-RU-0424	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	This device is used to subcutanelously inject a fine stream of fluid under high pressure without puncturing the skin, and is loaded with an experimental serum capable of counteracting the effects of the Syphon Filter virus.	ЭТО БЕЗЫГОЛЬНЫЙ ИНЪЕКТОР, КОТОРЫЙ ВВОДИТ ПОД КОЖУ ТОНКУЮ СТРУЮ ЖИДКОСТИ ПОД ВЫСОКИМ ДАВЛЕНИЕМ. ОН ЗАРЯЖЕН ЭКСПЕРИМЕНТАЛЬНОЙ СЫВОРОТКОЙ, СПОСОБНОЙ ПРОТИВОДЕЙСТВОВАТЬ ВИРУСУ СИФОН ФИЛЬТР.	proofread gameplay catalogue
SF-RU-0425	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Standard Agency side-arm with a sound suppressor.	ШТАТНЫЙ ПИСТОЛЕТ АГЕНТСТВА С ГЛУШИТЕЛЕМ.	proofread gameplay catalogue
SF-RU-0426	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Fires a probe and delivers a sustained electrical charge.	ВЫСТРЕЛИВАЕТ ЗОНД И ПОДАЁТ ДЛИТЕЛЬНЫЙ ЭЛЕКТРИЧЕСКИЙ РАЗРЯД.	proofread gameplay catalogue
